身分,區域別,性別,總計,阿美族,泰雅族,排灣族,布農族,魯凱族,卑南族,鄒族,賽夏族,雅美族,邵族,噶瑪蘭族,太魯閣族,撒奇萊雅族,賽德克族,拉阿魯哇族,卡那卡那富族,尚未申報
不分平地山地,麟洛鄉,女,37,10,1,18,4,4,0,0,0,0,0,0,0,0,0,0,0,0
不分平地山地,九如鄉,計,113,14,2,70,6,9,0,4,1,0,0,0,2,0,0,0,4,1
不分平地山地,九如鄉,男,49,4,1,31,4,4,0,2,0,0,0,0,1,0,0,0,1,1
不分平地山地,九如鄉,女,64,10,1,39,2,5,0,2,1,0,0,0,1,0,0,0,3,0
不分平地山地,里港鄉,計,101,24,5,43,10,11,3,0,2,1,0,0,0,0,0,1,0,1
不分平地山地,里港鄉,男,45,8,3,18,8,4,3,0,1,0,0,0,0,0,0,0,0,0
不分平地山地,里港鄉,女,56,16,2,25,2,7,0,0,1,1,0,0,0,0,0,1,0,1
不分平地山地,鹽埔鄉,計,144,37,7,66,6,17,3,0,0,0,0,0,8,0,0,0,0,0
不分平地山地,鹽埔鄉,男,52,11,3,25,1,6,2,0,0,0,0,0,4,0,0,0,0,0
不分平地山地,鹽埔鄉,女,92,26,4,41,5,11,1,0,0,0,0,0,4,0,0,0,0,0
不分平地山地,高樹鄉,計,267,30,19,136,22,56,0,0,0,0,0,0,0,0,0,0,0,4
不分平地山地,高樹鄉,男,114,9,6,61,7,29,0,0,0,0,0,0,0,0,0,0,0,2
不分平地山地,高樹鄉,女,153,21,13,75,15,27,0,0,0,0,0,0,0,0,0,0,0,2
不分平地山地,萬巒鄉,計,827,53,11,727,16,5,6,1,0,0,0,0,0,0,0,0,0,8
不分平地山地,萬巒鄉,男,386,21,5,348,8,0,0,0,0,0,0,0,0,0,0,0,0,4
不分平地山地,萬巒鄉,女,441,32,6,379,8,5,6,1,0,0,0,0,0,0,0,0,0,4
不分平地山地,內埔鄉,計,1658,148,25,1132,40,254,14,7,7,0,0,1,12,0,0,1,0,17
不分平地山地,內埔鄉,男,741,70,13,512,12,108,7,5,2,0,0,0,4,0,0,1,0,7
不分平地山地,內埔鄉,女,917,78,12,620,28,146,7,2,5,0,0,1,8,0,0,0,0,10
不分平地山地,竹田鄉,計,86,24,7,40,1,10,2,0,1,0,0,0,0,0,0,0,0,1
不分平地山地,竹田鄉,男,31,9,2,14,0,4,1,0,0,0,0,0,0,0,0,0,0,1
不分平地山地,竹田鄉,女,55,15,5,26,1,6,1,0,1,0,0,0,0,0,0,0,0,0
不分平地山地,新埤鄉,計,161,17,12,120,3,2,3,0,0,0,0,0,3,0,0,0,0,1
不分平地山地,新埤鄉,男,55,8,3,38,0,2,1,0,0,0,0,0,2,0,0,0,0,1
不分平地山地,新埤鄉,女,106,9,9,82,3,0,2,0,0,0,0,0,1,0,0,0,0,0
不分平地山地,枋寮鄉,計,703,49,10,601,13,10,6,1,0,1,0,0,10,0,0,0,0,2
不分平地山地,枋寮鄉,男,294,19,3,252,5,5,3,0,0,1,0,0,5,0,0,0,0,1
不分平地山地,枋寮鄉,女,409,30,7,349,8,5,3,1,0,0,0,0,5,0,0,0,0,1
不分平地山地,新園鄉,計,139,36,10,73,0,14,4,0,0,1,0,0,1,0,0,0,0,0
不分平地山地,新園鄉,男,52,16,4,25,0,5,2,0,0,0,0,0,0,0,0,0,0,0
不分平地山地,新園鄉,女,87,20,6,48,0,9,2,0,0,1,0,0,1,0,0,0,0,0
不分平地山地,崁頂鄉,計,123,24,5,83,3,4,2,0,0,0,0,1,1,0,0,0,0,0
不分平地山地,崁頂鄉,男,53,7,1,38,2,3,1,0,0,0,0,0,1,0,0,0,0,0
不分平地山地,崁頂鄉,女,70,17,4,45,1,1,1,0,0,0,0,1,0,0,0,0,0,0
不分平地山地,林邊鄉,計,107,28,10,51,7,2,4,0,0,0,0,3,1,0,0,0,0,1
不分平地山地,林邊鄉,男,38,4,3,26,1,1,2,0,0,0,0,1,0,0,0,0,0,0
不分平地山地,林邊鄉,女,69,24,7,25,6,1,2,0,0,0,0,2,1,0,0,0,0,1
不分平地山地,南州鄉,計,47,23,8,11,0,3,1,0,0,0,1,0,0,0,0,0,0,0
不分平地山地,南州鄉,男,14,9,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
不分平地山地,南州鄉,女,33,14,7,8,0,2,1,0,0,0,1,0,0,0,0,0,0,0
不分平地山地,佳冬鄉,計,149,53,1,75,9,7,1,0,0,2,0,0,0,0,0,0,0,1
不分平地山地,佳冬鄉,男,63,26,0,29,4,3,0,0,0,1,0,0,0,0,0,0,0,0
不分平地山地,佳冬鄉,女,86,27,1,46,5,4,1,0,0,1,0,0,0,0,0,0,0,1
不分平地山地,琉球鄉,計,36,6,0,21,0,2,0,3,1,0,0,0,3,0,0,0,0,0
不分平地山地,琉球鄉,男,13,2,0,6,0,1,0,2,0,0,0,0,2,0,0,0,0,0
不分平地山地,琉球鄉,女,23,4,0,15,0,1,0,1,1,0,0,0,1,0,0,0,0,0
不分平地山地,車城鄉,計,249,32,3,197,3,1,0,0,0,0,0,0,4,0,1,0,0,8
不分平地山地,車城鄉,男,91,12,2,68,1,0,0,0,0,0,0,0,3,0,0,0,0,5
不分平地山地,車城鄉,女,158,20,1,129,2,1,0,0,0,0,0,0,1,0,1,0,0,3
不分平地山地,滿州鄉,計,2177,193,7,1948,15,10,0,0,1,0,0,0,0,0,0,0,0,3
不分平地山地,滿州鄉,男,1198,101,3,1084,5,3,0,0,0,0,0,0,0,0,0,0,0,2
不分平地山地,滿州鄉,女,979,92,4,864,10,7,0,0,1,0,0,0,0,0,0,0,0,1
不分平地山地,枋山鄉,計,187,21,4,147,6,0,0,0,0,0,0,0,1,0,0,0,0,8
不分平地山地,枋山鄉,男,79,10,0,62,3,0,0,0,0,0,0,0,0,0,0,0,0,4
不分平地山地,枋山鄉,女,108,11,4,85,3,0,0,0,0,0,0,0,1,0,0,0,0,4
不分平地山地,三地門鄉,計,7319,48,23,5987,70,998,10,5,2,0,1,0,6,0,3,0,0,166
不分平地山地,三地門鄉,男,3682,23,11,3040,23,471,4,2,0,0,1,0,3,0,0,0,0,104
不分平地山地,三地門鄉,女,3637,25,12,2947,47,527,6,3,2,0,0,0,3,0,3,0,0,62
不分平地山地,霧臺鄉,計,3254,17,7,243,18,2943,2,2,1,0,0,0,2,0,0,1,0,18
不分平地山地,霧臺鄉,男,1675,5,2,95,2,1561,0,2,1,0,0,0,0,0,0,0,0,7
不分平地山地,霧臺鄉,女,1579,12,5,148,16,1382,2,0,0,0,0,0,2,0,0,1,0,11
不分平地山地,瑪家鄉,計,6528,61,37,5648,21,699,8,2,3,0,0,0,8,0,0,0,0,41
不分平地山地,瑪家鄉,男,3302,34,13,2896,7,322,4,1,1,0,0,0,2,0,0,0,0,22
不分平地山地,瑪家鄉,女,3226,27,24,2752,14,377,4,1,2,0,0,0,6,0,0,0,0,19
不分平地山地,泰武鄉,計,5215,40,8,5037,42,22,4,0,1,0,0,0,5,0,0,0,0,56
不分平地山地,泰武鄉,男,2758,14,2,2683,10,7,3,0,1,0,0,0,3,0,0,0,0,35
不分平地山地,泰武鄉,女,2457,26,6,2354,32,15,1,0,0,0,0,0,2,0,0,0,0,21
不分平地山地,來義鄉,計,7225,64,31,6918,24,23,7,7,4,0,0,1,8,0,2,1,0,135
不分平地山地,來義鄉,男,3664,28,7,3527,4,10,2,4,0,0,0,1,0,0,0,0,0,81
不分平地山地,來義鄉,女,3561,36,24,3391,20,13,5,3,4,0,0,0,8,0,2,1,0,54
不分平地山地,春日鄉,計,4685,28,4,4579,31,20,0,1,0,0,0,0,1,0,0,0,1,20
不分平地山地,春日鄉,男,2393,12,1,2354,9,10,0,0,0,0,0,0,0,0,0,0,0,7
不分平地山地,春日鄉,女,2292,16,3,2225,22,10,0,1,0,0,0,0,1,0,0,0,1,13
不分平地山地,獅子鄉,計,4695,48,23,4437,36,16,3,1,0,0,0,1,4,0,2,0,1,123
不分平地山地,獅子鄉,男,2427,19,8,2308,9,3,2,1,0,0,0,0,2,0,1,0,0,74
不分平地山地,獅子鄉,女,2268,29,15,2129,27,13,1,0,0,0,0,1,2,0,1,0,1,49
不分平地山地,牡丹鄉,計,4656,259,9,4305,19,10,3,4,0,0,0,0,3,0,2,0,0,42
不分平地山地,牡丹鄉,男,2380,129,3,2215,6,3,2,0,0,0,0,0,2,0,1,0,0,19
不分平地山地,牡丹鄉,女,2276,130,6,2090,13,7,1,4,0,0,0,0,1,0,1,0,0,23
不分平地山地,臺東縣,計,79124,36636,509,16882,8336,2107,7708,43,54,4079,1,109,213,7,26,2,1,2411
不分平地山地,臺東縣,男,40669,18904,206,8652,4209,1075,3907,12,25,2068,0,57,80,4,10,1,0,1459
不分平地山地,臺東縣,女,38455,17732,303,8230,4127,1032,3801,31,29,2011,1,52,133,3,16,1,1,952
不分平地山地,臺東市,計,21761,11909,232,2745,813,476,4375,24,13,52,0,8,78,4,17,0,0,1015
不分平地山地,臺東市,男,10728,5922,97,1239,348,229,2226,5,6,23,0,1,37,3,9,0,0,583
不分平地山地,臺東市,女,11033,5987,135,1506,465,247,2149,19,7,29,0,7,41,1,8,0,0,432
不分平地山地,成功鎮,計,7562,7032,16,59,43,8,40,4,1,0,0,6,10,0,0,0,0,343
不分平地山地,成功鎮,男,3956,3682,5,25,13,5,13,1,0,0,0,2,1,0,0,0,0,209
不分平地山地,成功鎮,女,3606,3350,11,34,30,3,27,3,1,0,0,4,9,0,0,0,0,134
不分平地山地,關山鎮,計,2348,1924,33,19,262,3,24,0,18,0,0,3,15,0,0,0,0,47
不分平地山地,關山鎮,男,1197,1018,11,3,109,3,8,0,13,0,0,1,4,0,0,0,0,27
不分平地山地,關山鎮,女,1151,906,22,16,153,0,16,0,5,0,0,2,11,0,0,0,0,20
不分平地山地,卑南鄉,計,6630,1684,51,470,206,1182,2777,3,6,5,0,0,13,0,4,0,0,229
不分平地山地,卑南鄉,男,3337,814,21,213,85,624,1431,2,2,3,0,0,3,0,0,0,0,139
不分平地山地,卑南鄉,女,3293,870,30,257,121,558,1346,1,4,2,0,0,10,0,4,0,0,90
不分平地山地,大武鄉,計,3631,162,15,3366,16,6,43,0,4,0,0,1,1,0,0,0,0,17
不分平地山地,大武鄉,男,1872,54,9,1775,3,3,16,0,1,0,0,0,0,0,0,0,0,11
不分平地山地,大武鄉,女,1759,108,6,1591,13,3,27,0,3,0,0,1,1,0,0,0,0,6
不分平地山地,太麻里鄉,計,5131,1165,28,3628,89,32,154,0,3,0,0,0,5,0,1,0,1,25
不分平地山地,太麻里鄉,男,2638,593,18,1892,32,15,71,0,1,0,0,0,1,0,0,0,0,15
不分平地山地,太麻里鄉,女,2493,572,10,1736,57,17,83,0,2,0,0,0,4,0,1,0,1,10
不分平地山地,東河鄉,計,4421,4202,21,41,32,4,32,0,0,0,0,0,1,0,1,0,0,87
不分平地山地,東河鄉,男,2373,2260,8,14,14,2,12,0,0,0,0,0,0,0,0,0,0,63
不分平地山地,東河鄉,女,2048,1942,13,27,18,2,20,0,0,0,0,0,1,0,1,0,0,24
不分平地山地,長濱鄉,計,4405,4018,16,26,85,1,16,0,0,0,0,87,14,1,0,0,0,141
不分平地山地,長濱鄉,男,2469,2258,8,13,46,0,6,0,0,0,0,51,4,0,0,0,0,83
不分平地山地,長濱鄉,女,1936,1760,8,13,39,1,10,0,0,0,0,36,10,1,0,0,0,58
不分平地山地,鹿野鄉,計,2349,1939,9,27,164,2,82,0,3,5,0,0,7,1,0,0,0,110
不分平地山地,鹿野鄉,男,1208,1011,2,11,62,1,49,0,1,1,0,0,2,1,0,0,0,67
不分平地山地,鹿野鄉,女,1141,928,7,16,102,1,33,0,2,4,0,0,5,0,0,0,0,43
不分平地山地,池上鄉,計,2189,1920,14,60,108,0,29,0,2,0,0,3,18,0,1,0,0,34
不分平地山地,池上鄉,男,1094,992,5,23,39,0,13,0,0,0,0,1,6,0,0,0,0,15
不分平地山地,池上鄉,女,1095,928,9,37,69,0,16,0,2,0,0,2,12,0,1,0,0,19
不分平地山地,綠島鄉,計,207,123,9,24,6,3,22,1,0,0,0,0,3,1,0,1,0,14
不分平地山地,綠島鄉,男,98,58,4,13,1,2,13,0,0,0,0,0,2,0,0,1,0,4
不分平地山地,綠島鄉,女,109,65,5,11,5,1,9,1,0,0,0,0,1,1,0,0,0,10
不分平地山地,延平鄉,計,3342,128,11,68,2973,12,27,6,2,0,1,0,15,0,2,0,0,97
不分平地山地,延平鄉,男,1780,64,4,30,1589,5,16,3,1,0,0,0,7,0,1,0,0,60
不分平地山地,延平鄉,女,1562,64,7,38,1384,7,11,3,1,0,1,0,8,0,1,0,0,37
不分平地山地,海端鄉,計,3948,137,14,82,3468,13,18,4,1,4,0,1,8,0,0,0,0,198
不分平地山地,海端鄉,男,2109,59,5,31,1850,3,9,1,0,0,0,1,5,0,0,0,0,145
不分平地山地,海端鄉,女,1839,78,9,51,1618,10,9,3,1,4,0,0,3,0,0,0,0,53
不分平地山地,達仁鄉,計,3364,68,5,3200,20,10,14,0,1,0,0,0,8,0,0,0,0,38
不分平地山地,達仁鄉,男,1828,24,2,1760,5,5,5,0,0,0,0,0,1,0,0,0,0,26
不分平地山地,達仁鄉,女,1536,44,3,1440,15,5,9,0,1,0,0,0,7,0,0,0,0,12
不分平地山地,金峰鄉,計,3576,98,22,3019,34,351,28,1,0,2,0,0,12,0,0,1,0,8
不分平地山地,金峰鄉,男,1827,36,3,1586,9,176,9,0,0,0,0,0,3,0,0,0,0,5
不分平地山地,金峰鄉,女,1749,62,19,1433,25,175,19,1,0,2,0,0,9,0,0,1,0,3
不分平地山地,蘭嶼鄉,計,4260,127,13,48,17,4,27,0,0,4011,0,0,5,0,0,0,0,8
不分平地山地,蘭嶼鄉,男,2155,59,4,24,4,2,10,0,0,2041,0,0,4,0,0,0,0,7
不分平地山地,蘭嶼鄉,女,2105,68,9,24,13,2,17,0,0,1970,0,0,1,0,0,0,0,1
不分平地山地,花蓮縣,計,92840,52971,2701,891,8193,70,477,37,64,20,0,657,22722,651,883,4,0,2499
不分平地山地,花蓮縣,男,46837,26697,1155,363,4190,22,216,14,28,8,0,344,11437,316,458,1,0,1588
不分平地山地,花蓮縣,女,46003,26274,1546,528,4003,48,261,23,36,12,0,313,11285,335,425,3,0,911
不分平地山地,花蓮市,計,12454,8651,536,215,567,21,154,3,9,3,0,84,1686,289,63,0,0,173
不分平地山地,花蓮市,男,5593,3918,225,84,252,8,70,1,4,1,0,42,714,152,27,0,0,95
不分平地山地,花蓮市,女,6861,4733,311,131,315,13,84,2,5,2,0,42,972,137,36,0,0,78
不分平地山地,鳳林鎮,計,2028,1453,73,20,53,0,15,2,5,0,0,9,288,0,2,0,0,108
不分平地山地,鳳林鎮,男,995,727,34,6,22,0,7,1,3,0,0,3,128,0,1,0,0,63
不分平地山地,鳳林鎮,女,1033,726,39,14,31,0,8,1,2,0,0,6,160,0,1,0,0,45
不分平地山地,玉里鎮,計,7678,6343,121,77,635,7,53,2,1,0,0,6,101,9,30,1,0,292
不分平地山地,玉里鎮,男,4054,3414,52,31,265,4,26,1,0,0,0,5,46,3,14,0,0,193
不分平地山地,玉里鎮,女,3624,2929,69,46,370,3,27,1,1,0,0,1,55,6,16,1,0,99
不分平地山地,新城鄉,計,6501,3842,325,114,302,8,42,0,5,1,0,103,1494,80,27,0,0,158
不分平地山地,新城鄉,男,3150,1883,127,49,148,2,22,0,3,1,0,57,715,35,13,0,0,95
不分平地山地,新城鄉,女,3351,1959,198,65,154,6,20,0,2,0,0,46,779,45,14,0,0,63
不分平地山地,吉安鄉,計,15361,11724,530,195,478,16,136,3,25,7,0,84,1914,84,46,3,0,116
不分平地山地,吉安鄉,男,7473,5770,237,90,207,6,64,1,10,1,0,40,913,41,21,1,0,71
不分平地山地,吉安鄉,女,7888,5954,293,105,271,10,72,2,15,6,0,44,1001,43,25,2,0,45
不分平地山地,壽豐鄉,計,5821,5111,116,43,76,1,20,10,2,0,0,20,200,42,16,0,0,164
不分平地山地,壽豐鄉,男,2955,2605,45,19,29,0,4,6,0,0,0,10,92,21,10,0,0,114
不分平地山地,壽豐鄉,女,2866,2506,71,24,47,1,16,4,2,0,0,10,108,21,6,0,0,50
不分平地山地,光復鄉,計,6848,6361,48,24,46,2,13,5,2,0,0,10,81,1,6,0,0,249
不分平地山地,光復鄉,男,3532,3300,19,7,14,0,6,0,0,0,0,5,34,0,1,0,0,146
不分平地山地,光復鄉,女,3316,3061,29,17,32,2,7,5,2,0,0,5,47,1,5,0,0,103
不分平地山地,豐濱鄉,計,3683,3084,11,12,50,4,7,1,0,0,0,328,10,38,1,0,0,137
不分平地山地,豐濱鄉,男,2042,1723,4,4,25,1,2,0,0,0,0,177,4,14,0,0,0,88
不分平地山地,豐濱鄉,女,1641,1361,7,8,25,3,5,1,0,0,0,151,6,24,1,0,0,49
不分平地山地,瑞穗鄉,計,4735,3988,95,41,292,3,13,3,1,3,0,1,103,102,7,0,0,83
不分平地山地,瑞穗鄉,男,2538,2174,37,14,142,0,5,3,1,3,0,0,44,47,3,0,0,65
不分平地山地,瑞穗鄉,女,2197,1814,58,27,150,3,8,0,0,0,0,1,59,55,4,0,0,18
不分平地山地,富里鄉,計,1678,1424,22,12,162,3,4,0,4,4,0,2,18,0,2,0,0,21
不分平地山地,富里鄉,男,843,746,6,5,61,0,1,0,3,2,0,1,2,0,0,0,0,16
不分平地山地,富里鄉,女,835,678,16,7,101,3,3,0,1,2,0,1,16,0,2,0,0,5
不分平地山地,秀林鄉,計,14050,672,494,74,103,1,6,3,7,1,0,8,12158,6,59,0,0,458
不分平地山地,秀林鄉,男,7163,322,198,27,33,1,2,1,2,0,0,4,6262,3,28,0,0,280
不分平地山地,秀林鄉,女,6887,350,296,47,70,0,4,2,5,1,0,4,5896,3,31,0,0,178
不分平地山地,萬榮鄉,計,6193,156,182,33,1284,3,9,1,1,1,0,0,4106,0,76,0,0,341
不分平地山地,萬榮鄉,男,3278,62,86,13,679,0,4,0,0,0,0,0,2177,0,44,0,0,213
不分平地山地,萬榮鄉,女,2915,94,96,20,605,3,5,1,1,1,0,0,1929,0,32,0,0,128
不分平地山地,卓溪鄉,計,5810,162,148,31,4145,1,5,4,2,0,0,2,563,0,548,0,0,199
不分平地山地,卓溪鄉,男,3221,53,85,14,2313,0,3,0,2,0,0,0,306,0,296,0,0,149
不分平地山地,卓溪鄉,女,2589,109,63,17,1832,1,2,4,0,0,0,2,257,0,252,0,0,50
不分平地山地,澎湖縣,計,542,206,83,123,52,12,22,6,2,3,1,0,16,0,12,0,3,1
不分平地山地,澎湖縣,男,247,100,35,61,18,6,8,2,0,0,1,0,8,0,6,0,2,0
不分平地山地,澎湖縣,女,295,106,48,62,34,6,14,4,2,3,0,0,8,0,6,0,1,1
不分平地山地,馬公市,計,363,155,43,92,28,10,10,1,0,2,1,0,9,0,11,0,0,1
不分平地山地,馬公市,男,167,75,15,47,9,4,4,1,0,0,1,0,5,0,6,0,0,0
不分平地山地,馬公市,女,196,80,28,45,19,6,6,0,0,2,0,0,4,0,5,0,0,1
不分平地山地,湖西鄉,計,80,25,17,11,7,2,4,4,2,1,0,0,3,0,1,0,3,0
不分平地山地,湖西鄉,男,36,13,7,6,3,2,1,1,0,0,0,0,1,0,0,0,2,0
不分平地山地,湖西鄉,女,44,12,10,5,4,0,3,3,2,1,0,0,2,0,1,0,1,0
不分平地山地,白沙鄉,計,26,6,3,7,5,0,5,0,0,0,0,0,0,0,0,0,0,0
不分平地山地,白沙鄉,男,8,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
不分平地山地,白沙鄉,女,18,4,2,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0
不分平地山地,西嶼鄉,計,44,7,11,9,11,0,2,0,0,0,0,0,4,0,0,0,0,0
不分平地山地,西嶼鄉,男,19,3,5,4,4,0,1,0,0,0,0,0,2,0,0,0,0,0
不分平地山地,西嶼鄉,女,25,4,6,5,7,0,1,0,0,0,0,0,2,0,0,0,0,0
不分平地山地,望安鄉,計,17,9,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
不分平地山地,望安鄉,男,8,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
不分平地山地,望安鄉,女,9,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
不分平地山地,七美鄉,計,12,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
不分平地山地,七美鄉,男,9,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
不分平地山地,七美鄉,女,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
不分平地山地,基隆市,計,9362,7482,652,268,249,15,105,30,20,9,3,12,221,7,32,2,0,255
不分平地山地,基隆市,男,4538,3703,260,118,111,5,46,8,11,3,1,5,96,2,19,1,0,149
不分平地山地,基隆市,女,4824,3779,392,150,138,10,59,22,9,6,2,7,125,5,13,1,0,106
不分平地山地,中正區,計,3912,3405,141,68,54,2,25,8,0,5,3,2,60,1,4,0,0,134
不分平地山地,中正區,男,2019,1768,61,31,23,1,8,3,0,2,1,0,31,1,2,0,0,87
不分平地山地,中正區,女,1893,1637,80,37,31,1,17,5,0,3,2,2,29,0,2,0,0,47
不分平地山地,七堵區,計,2012,1679,96,31,83,3,21,12,6,0,0,0,43,0,8,0,0,30
不分平地山地,七堵區,男,962,807,38,15,44,1,12,2,2,0,0,0,18,0,4,0,0,19
不分平地山地,七堵區,女,1050,872,58,16,39,2,9,10,4,0,0,0,25,0,4,0,0,11
不分平地山地,暖暖區,計,688,533,36,36,11,8,13,1,3,0,0,1,19,0,3,0,0,24
不分平地山地,暖暖區,男,325,262,18,10,7,3,2,0,2,0,0,0,8,0,2,0,0,11
不分平地山地,暖暖區,女,363,271,18,26,4,5,11,1,1,0,0,1,11,0,1,0,0,13
不分平地山地,仁愛區,計,304,178,49,18,19,0,15,4,0,1,0,0,15,0,2,0,0,3
不分平地山地,仁愛區,男,130,76,20,7,4,0,8,1,0,0,0,0,11,0,1,0,0,2
不分平地山地,仁愛區,女,174,102,29,11,15,0,7,3,0,1,0,0,4,0,1,0,0,1
不分平地山地,中山區,計,494,280,118,16,16,0,8,1,1,2,0,0,28,4,0,0,0,20
不分平地山地,中山區,男,195,111,45,10,6,0,5,1,1,1,0,0,9,1,0,0,0,5
不分平地山地,中山區,女,299,169,73,6,10,0,3,0,0,1,0,0,19,3,0,0,0,15
不分平地山地,安樂區,計,1131,817,114,64,46,2,22,1,4,0,0,1,31,1,11,2,0,15
不分平地山地,安樂區,男,528,394,44,28,16,0,11,1,3,0,0,0,12,0,8,1,0,10
不分平地山地,安樂區,女,603,423,70,36,30,2,11,0,1,0,0,1,19,1,3,1,0,5
不分平地山地,信義區,計,821,590,98,35,20,0,1,3,6,1,0,8,25,1,4,0,0,29
不分平地山地,信義區,男,379,285,34,17,11,0,0,0,3,0,0,5,7,0,2,0,0,15
不分平地山地,信義區,女,442,305,64,18,9,0,1,3,3,1,0,3,18,1,2,0,0,14
不分平地山地,新竹市,計,4037,1496,1234,363,179,33,82,20,267,8,4,4,169,2,36,0,0,140
不分平地山地,新竹市,男,1745,715,466,155,73,14,33,4,116,2,2,1,74,0,19,0,0,71
不分平地山地,新竹市,女,2292,781,768,208,106,19,49,16,151,6,2,3,95,2,17,0,0,69
不分平地山地,東　區,計,1498,488,523,153,56,9,34,11,88,0,0,0,68,2,19,0,0,47
不分平地山地,東　區,男,607,218,186,57,22,5,14,3,36,0,0,0,30,0,11,0,0,25
不分平地山地,東　區,女,891,270,337,96,34,4,20,8,52,0,0,0,38,2,8,0,0,22
不分平地山地,北　區,計,1486,580,473,114,71,13,33,9,103,7,4,0,39,0,10,0,0,30
不分平地山地,北　區,男,657,278,187,59,32,5,12,1,42,2,2,0,18,0,6,0,0,13
不分平地山地,北　區,女,829,302,286,55,39,8,21,8,61,5,2,0,21,0,4,0,0,17
不分平地山地,香山區,計,1053,428,238,96,52,11,15,0,76,1,0,4,62,0,7,0,0,63
不分平地山地,香山區,男,481,219,93,39,19,4,7,0,38,0,0,1,26,0,2,0,0,33
不分平地山地,香山區,女,572,209,145,57,33,7,8,0,38,1,0,3,36,0,5,0,0,30
不分平地山地,嘉義市,計,1064,237,85,113,116,17,38,382,7,0,1,11,28,6,11,0,1,11
不分平地山地,嘉義市,男,442,98,30,37,51,7,13,177,4,0,0,3,10,3,4,0,0,5
不分平地山地,嘉義市,女,622,139,55,76,65,10,25,205,3,0,1,8,18,3,7,0,1,6
不分平地山地,東　區,計,611,99,44,51,65,7,15,288,2,0,1,7,11,6,9,0,0,6
不分平地山地,東　區,男,261,41,16,17,30,3,8,132,0,0,0,1,5,3,3,0,0,2
不分平地山地,東　區,女,350,58,28,34,35,4,7,156,2,0,1,6,6,3,6,0,0,4
不分平地山地,西　區,計,453,138,41,62,51,10,23,94,5,0,0,4,17,0,2,0,1,5
不分平地山地,西　區,男,181,57,14,20,21,4,5,45,4,0,0,2,5,0,1,0,0,3
不分平地山地,西　區,女,272,81,27,42,30,6,18,49,1,0,0,2,12,0,1,0,1,2
不分平地山地,福建省,計,1268,629,164,165,121,15,18,22,18,2,1,4,76,1,9,0,1,22
不分平地山地,福建省,男,662,321,80,88,64,10,8,14,5,0,0,2,45,1,5,0,1,18
不分平地山地,福建省,女,606,308,84,77,57,5,10,8,13,2,1,2,31,0,4,0,0,4
不分平地山地,金門縣,計,1065,543,131,135,105,15,15,17,17,0,1,3,53,1,7,0,1,21
不分平地山地,金門縣,男,543,269,61,71,52,10,6,10,5,0,0,2,33,1,5,0,1,17
不分平地山地,金門縣,女,522,274,70,64,53,5,9,7,12,0,1,1,20,0,2,0,0,4
不分平地山地,金城鎮,計,236,131,27,30,25,2,2,3,2,0,1,2,4,0,1,0,0,6
不分平地山地,金城鎮,男,104,58,9,12,11,2,2,2,0,0,0,2,1,0,1,0,0,4
不分平地山地,金城鎮,女,132,73,18,18,14,0,0,1,2,0,1,0,3,0,0,0,0,2
不分平地山地,金湖鎮,計,353,177,49,38,39,7,3,8,5,0,0,1,19,0,1,0,1,5
不分平地山地,金湖鎮,男,184,87,24,18,24,4,0,5,2,0,0,0,14,0,1,0,1,4
不分平地山地,金湖鎮,女,169,90,25,20,15,3,3,3,3,0,0,1,5,0,0,0,0,1
不分平地山地,金沙鎮,計,143,72,16,11,10,3,2,4,3,0,0,0,10,0,2,0,0,10
不分平地山地,金沙鎮,男,73,38,7,4,4,1,1,1,1,0,0,0,6,0,1,0,0,9
不分平地山地,金沙鎮,女,70,34,9,7,6,2,1,3,2,0,0,0,4,0,1,0,0,1
不分平地山地,金寧鄉,計,279,138,35,50,25,2,8,0,3,0,0,0,16,1,1,0,0,0
不分平地山地,金寧鄉,男,152,76,19,32,9,2,3,0,1,0,0,0,9,1,0,0,0,0
不分平地山地,金寧鄉,女,127,62,16,18,16,0,5,0,2,0,0,0,7,0,1,0,0,0
不分平地山地,烈嶼鄉,計,48,23,4,6,4,1,0,2,4,0,0,0,2,0,2,0,0,0
不分平地山地,烈嶼鄉,男,27,10,2,5,2,1,0,2,1,0,0,0,2,0,2,0,0,0
不分平地山地,烈嶼鄉,女,21,13,2,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0
不分平地山地,烏坵鄉,計,6,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
不分平地山地,烏坵鄉,男,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
不分平地山地,烏坵鄉,女,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
不分平地山地,連江縣,計,203,86,33,30,16,0,3,5,1,2,0,1,23,0,2,0,0,1
